Station name                                 	CSU_atmos
Sonde type                                   	RS92-SGP
Sonde serial number                          	J3713986
Release point latitude                       	40.58?N
Release point longitude                      	105.09?W
Release point height from sea level          	1529 m
Balloon release date and time                	2015-09-02T22:05:14
Reason for termination                       	ManualStop
System trademark and model                   	MW41
Terminating altitude                         	13834 m
Surface pressure                             	845.2 hPa
Surface temperature                          	31.9 ?C
Surface relative humidity                    	15 %
Surface wind speed                           	3.1 m/s
Surface wind direction                       	147?
Surface pressure                             	845.1 hPa
Average ascent rate                          	4.1 m/s
Sounding length                              	00:50:03 hh:mm:ss
P correction (Pref - P)                      	1.65 hPa
T correction (Tref - T)                      	-0.26 ?C 
U1 correction (Uref - U1)                    	-1.0 %Rh
U2 correction (Uref - U2)                    	-0.9 %Rh
T temperature                                	26.22 ?C
P pressure                                   	843.66 hPa
Pref pressure                                	845.31 hPa
Tref temperature                             	26.0 ?C
Uref humidity                                	Desiccant 0 %Rh
Software version                             	MW41 2.1.0
Height and pressure in messages is based on  	P Sensor

Elapsed time HeightMSL    Pm  Temp  Dewp    RH Speed   Dir AscRate    Lat      Lon GpsHeightMSL
         255    2763.4 733.8  18.7  -0.3  27.5   1.6 180.6     4.6 40.581 -105.086       2753.0
         256    2768.0 733.4  18.7  -0.4  27.5   1.6 180.5     4.6 40.581 -105.086       2757.4
         257    2772.7 733.0  18.7  -0.4  27.5   1.6 180.4     4.7 40.581 -105.086       2762.2
         258    2777.3 732.6  18.6  -0.4  27.6   1.6 180.4     4.6 40.581 -105.086       2767.1
         259    2781.7 732.3  18.6  -0.4  27.8   1.6 180.4     4.4 40.581 -105.086       2771.3
         260    2785.9 731.9  18.5  -0.3  27.9   1.6 180.5     4.2 40.581 -105.086       2774.9
         261    2790.0 731.6  18.5  -0.3  28.1   1.5 180.5     4.1 40.581 -105.086       2778.3
         262    2794.2 731.2  18.4  -0.2  28.4   1.5 180.6     4.2 40.581 -105.086       2782.2
         263    2798.7 730.8  18.3  -0.1  28.7   1.5 180.7     4.5 40.581 -105.086       2786.5
         264    2803.7 730.4  18.3   0.0  29.0   1.5 180.9     5.0 40.581 -105.086       2791.4
         265    2808.9 730.0  18.2   0.0  29.2   1.5 181.2     5.2 40.581 -105.086       2797.2
         266    2814.1 729.5  18.2   0.0  29.3   1.4 181.5     5.2 40.581 -105.086       2803.4
         267    2819.2 729.1  18.1   0.0  29.3   1.4 181.8     5.1 40.581 -105.086       2809.3
         268    2824.5 728.6  18.1   0.0  29.3   1.4 182.1     5.3 40.581 -105.085       2814.9
         269    2830.2 728.1  18.0   0.0  29.4   1.4 182.3     5.7 40.581 -105.085       2820.4
         270    2836.3 727.6  18.0   0.0  29.5   1.3 182.4     6.1 40.582 -105.085       2825.9
         271    2842.6 727.1  17.9  -0.1  29.6   1.3 182.5     6.3 40.582 -105.085       2831.4
         272    2848.8 726.6  17.9  -0.1  29.6   1.3 182.6     6.2 40.582 -105.086       2836.6
         273    2854.6 726.1  17.8  -0.1  29.6   1.3 182.8     5.8 40.582 -105.086       2841.5
         274    2859.9 725.6  17.8  -0.1  29.7   1.3 182.9     5.3 40.582 -105.086       2846.2
         275    2864.5 725.2  17.7  -0.2  29.7   1.3 183.0     4.6 40.582 -105.086       2850.9
         276    2868.6 724.9  17.7  -0.2  29.8   1.2 183.0     4.1 40.582 -105.086       2855.6
         277    2872.6 724.5  17.6  -0.2  29.8   1.2 182.9     4.0 40.582 -105.086       2860.2
         278    2876.7 724.2  17.6  -0.2  29.9   1.2 182.7     4.1 40.582 -105.085       2865.0
         279    2880.8 723.8  17.6  -0.2  29.9   1.2 182.5     4.1 40.582 -105.086       2869.5
         280    2885.0 723.5  17.5  -0.3  29.8   1.2 182.3     4.2 40.582 -105.086       2873.8
         281    2889.4 723.1  17.5  -0.3  29.8   1.2 182.1     4.4 40.582 -105.086       2878.2
         282    2894.1 722.7  17.5  -0.3  29.7   1.2 181.9     4.7 40.582 -105.086       2883.0
         283    2899.1 722.3  17.5  -0.4  29.8   1.1 181.8     5.1 40.582 -105.086       2888.4
         284    2904.7 721.8  17.4  -0.3  30.0   1.1 181.7     5.5 40.582 -105.086       2894.2
         285    2910.3 721.3  17.3  -0.3  30.2   1.1 181.8     5.6 40.582 -105.086       2900.2
         286    2915.7 720.9  17.3  -0.3  30.3   1.1 181.9     5.4 40.582 -105.086       2906.1
         287    2920.9 720.4  17.2  -0.3  30.5   1.1 182.2     5.2 40.582 -105.086       2911.3
         288    2925.7 720.0  17.2  -0.2  30.6   1.0 182.6     4.9 40.582 -105.086       2916.1
         289    2930.4 719.6  17.1  -0.3  30.7   1.0 183.1     4.6 40.582 -105.085       2920.7
         290    2934.8 719.3  17.1  -0.3  30.6   1.0 183.9     4.4 40.582 -105.085       2925.2
         291    2939.2 718.9  17.0  -0.4  30.6   0.9 184.7     4.4 40.582 -105.085       2929.6
         292    2943.5 718.5  17.0  -0.4  30.6   0.9 185.8     4.4 40.582 -105.085       2933.7
         293    2947.9 718.2  16.9  -0.4  30.8   0.9 187.1     4.4 40.582 -105.086       2937.8
         294    2952.2 717.8  16.9  -0.3  31.1   0.9 188.6     4.3 40.582 -105.086       2941.9
         295    2956.4 717.4  16.8  -0.3  31.2   0.9 190.4     4.1 40.582 -105.086       2945.9
         296    2960.5 717.1  16.8  -0.3  31.3   0.8 192.4     4.1 40.582 -105.086       2950.0
         297    2964.6 716.8  16.7  -0.3  31.3   0.8 194.6     4.1 40.582 -105.086       2954.4
         298    2968.4 716.4  16.7  -0.4  31.2   0.8 196.9     3.9 40.582 -105.086       2958.8
         299    2972.0 716.1  16.7  -0.4  31.1   0.8 199.3     3.5 40.582 -105.086       2962.7
         300    2975.7 715.8  16.7  -0.4  31.1   0.8 201.6     3.8 40.582 -105.086       2966.4
         301    2980.4 715.4  16.7  -0.4  31.1   0.8 203.8     4.7 40.582 -105.086       2970.6
         302    2986.0 715.0  16.6  -0.4  31.3   0.8 205.9     5.6 40.582 -105.086       2975.7
         303    2992.1 714.4  16.5  -0.4  31.5   0.8 207.9     6.1 40.582 -105.086       2981.5
         304    2998.0 713.9  16.5  -0.4  31.7   0.8 209.9     5.9 40.582 -105.085       2987.4
         305    3003.3 713.5  16.4  -0.4  31.8   0.8 211.7     5.3 40.582 -105.085       2992.8
         306    3008.0 713.1  16.4  -0.4  31.9   0.9 213.2     4.7 40.582 -105.085       2997.5
         307    3012.9 712.7  16.3  -0.4  32.0   0.9 214.5     4.9 40.582 -105.085       3001.9
         308    3018.1 712.3  16.3  -0.4  32.0   0.9 215.6     5.2 40.582 -105.085       3006.6
         309    3023.3 711.8  16.2  -0.4  32.0   0.9 216.5     5.2 40.582 -105.085       3011.7
         310    3028.2 711.4  16.2  -0.5  32.0   0.9 217.3     4.9 40.582 -105.085       3017.0
         311    3032.9 711.0  16.2  -0.5  32.0   0.9 218.1     4.7 40.582 -105.085       3022.3
         312    3037.5 710.6  16.1  -0.5  32.2   1.0 218.8     4.6 40.582 -105.085       3027.3
         313    3041.8 710.3  16.0  -0.5  32.3   1.0 219.6     4.3 40.582 -105.085       3032.1
         314    3045.6 710.0  16.0  -0.5  32.3   1.0 220.3     3.8 40.582 -105.085       3036.7
         315    3049.1 709.7  16.0  -0.5  32.4   1.0 220.9     3.6 40.582 -105.085       3040.8
         316    3052.6 709.4  15.9  -0.5  32.4   1.0 221.4     3.5 40.582 -105.085       3044.1
         317    3056.1 709.1  15.9  -0.5  32.4   1.0 221.9     3.5 40.582 -105.085       3046.9
         318    3059.4 708.8  15.9  -0.5  32.5   1.0 222.5     3.3 40.582 -105.085       3049.5
         319    3062.5 708.5  15.8  -0.5  32.6   1.0 223.3     3.1 40.582 -105.085       3052.2
         320    3065.4 708.3  15.8  -0.5  32.7   1.1 224.2     2.9 40.582 -105.085       3054.9
         321    3068.2 708.1  15.8  -0.5  32.8   1.1 225.1     2.8 40.582 -105.085       3057.7
         322    3071.0 707.8  15.7  -0.5  33.0   1.1 226.0     2.8 40.582 -105.085       3060.7
         323    3074.2 707.6  15.7  -0.5  33.1   1.1 227.0     3.2 40.582 -105.085       3064.2
         324    3077.7 707.3  15.6  -0.4  33.2   1.1 228.2     3.5 40.582 -105.085       3067.9
         325    3081.4 707.0  15.6  -0.4  33.3   1.1 229.8     3.8 40.582 -105.085       3072.0
         326    3085.6 706.6  15.6  -0.5  33.3   1.1 231.7     4.2 40.582 -105.085       3076.0
         327    3090.3 706.2  15.5  -0.5  33.4   1.1 233.7     4.7 40.582 -105.085       3080.0
         328    3095.7 705.8  15.5  -0.5  33.5   1.1 235.7     5.4 40.582 -105.085       3084.3
         329    3101.8 705.3  15.4  -0.5  33.6   1.2 237.6     6.1 40.582 -105.085       3089.7
         330    3108.2 704.7  15.4  -0.5  33.7   1.2 239.6     6.4 40.582 -105.085       3096.0
         331    3114.0 704.3  15.3  -0.5  33.8   1.2 241.5     5.9 40.582 -105.085       3102.1
         332    3119.0 703.8  15.3  -0.5  33.9   1.3 243.5     4.9 40.582 -105.085       3107.0
         333    3123.2 703.5  15.2  -0.5  34.0   1.3 245.5     4.2 40.582 -105.085       3111.0
         334    3127.2 703.2  15.2  -0.5  34.1   1.3 247.5     4.1 40.582 -105.085       3115.0
         335    3131.6 702.8  15.1  -0.5  34.2   1.4 249.3     4.4 40.582 -105.085       3119.6
         336    3136.4 702.4  15.1  -0.5  34.3   1.4 251.0     4.8 40.582 -105.085       3124.9
         337    3141.0 702.0  15.0  -0.6  34.3   1.5 252.5     4.6 40.582 -105.085       3130.0
         338    3145.1 701.7  15.0  -0.6  34.4   1.5 253.8     4.1 40.582 -105.085       3134.2
         339    3148.9 701.4  14.9  -0.6  34.5   1.5 255.0     3.8 40.582 -105.085       3137.9
         340    3152.7 701.0  14.9  -0.6  34.5   1.6 256.0     3.8 40.582 -105.085       3141.7
         341    3156.5 700.7  14.9  -0.6  34.6   1.6 257.0     3.8 40.582 -105.085       3146.2
         342    3160.3 700.4  14.9  -0.6  34.6   1.7 257.9     3.8 40.582 -105.085       3150.9
         343    3164.3 700.1  14.8  -0.6  34.7   1.7 258.8     4.0 40.582 -105.085       3155.3
         344    3168.6 699.7  14.8  -0.6  34.7   1.8 259.5     4.3 40.582 -105.085       3159.4
         345    3173.2 699.3  14.8  -0.6  34.8   1.8 260.2     4.6 40.582 -105.085       3163.4
         346    3178.1 698.9  14.7  -0.6  34.8   1.8 260.7     4.9 40.582 -105.085       3167.7
         347    3183.1 698.5  14.7  -0.7  34.9   1.8 261.2     5.0 40.582 -105.085       3172.4
         348    3188.2 698.1  14.6  -0.7  34.9   1.9 261.5     5.1 40.582 -105.085       3177.5
         349    3193.3 697.7  14.6  -0.7  35.0   1.9 261.7     5.1 40.582 -105.085       3182.8
         350    3198.4 697.3  14.5  -0.7  35.1   1.9 261.9     5.1 40.582 -105.085       3188.1
         351    3203.5 696.8  14.5  -0.7  35.1   1.9 262.1     5.1 40.582 -105.085       3193.2
         352    3208.8 696.4  14.4  -0.7  35.2   1.9 262.3     5.3 40.582 -105.085       3198.1
         353    3214.2 696.0  14.4  -0.7  35.3   1.9 262.5     5.4 40.582 -105.085       3203.3
         354    3219.7 695.5  14.3  -0.8  35.4   2.0 262.7     5.5 40.582 -105.085       3208.9
         355    3225.2 695.1  14.2  -0.8  35.5   2.0 262.8     5.5 40.582 -105.085       3214.8
         356    3230.6 694.6  14.2  -0.8  35.7   2.0 262.8     5.4 40.582 -105.085       3220.6
         357    3235.9 694.2  14.1  -0.8  35.8   2.0 262.8     5.3 40.582 -105.085       3225.8
         358    3241.1 693.7  14.1  -0.8  35.9   1.9 262.7     5.2 40.582 -105.085       3230.6
         359    3245.9 693.3  14.0  -0.8  36.0   1.9 262.5     4.9 40.582 -105.085       3235.0
         360    3250.2 693.0  14.0  -0.8  36.0   1.9 262.2     4.2 40.582 -105.085       3239.1
         361    3253.8 692.7  14.0  -0.8  36.1   1.9 261.9     3.6 40.582 -105.085       3242.7
         362    3257.2 692.4  13.9  -0.8  36.2   1.9 261.5     3.4 40.582 -105.085       3246.2
         363    3260.6 692.1  13.9  -0.8  36.3   1.9 260.9     3.4 40.582 -105.085       3250.0
         364    3264.0 691.9  13.9  -0.8  36.4   1.9 260.3     3.4 40.582 -105.085       3253.7
         365    3267.5 691.6  13.8  -0.7  36.6   1.8 259.7     3.5 40.582 -105.085       3257.6
         366    3271.1 691.3  13.8  -0.7  36.7   1.8 258.9     3.6 40.582 -105.085       3261.5
         367    3274.8 691.0  13.8  -0.7  36.8   1.8 258.2     3.7 40.582 -105.084       3265.0
         368    3278.5 690.7  13.7  -0.7  36.8   1.8 257.4     3.7 40.582 -105.084       3268.0
         369    3282.1 690.4  13.7  -0.8  36.9   1.8 256.4     3.6 40.582 -105.084       3271.1
         370    3285.8 690.1  13.7  -0.8  36.9   1.8 255.4     3.6 40.582 -105.084       3274.4
         371    3289.4 689.8  13.6  -0.8  36.8   1.8 254.2     3.6 40.582 -105.084       3278.2
         372    3292.8 689.5  13.6  -0.9  36.8   1.7 253.0     3.4 40.582 -105.084       3282.1
         373    3296.1 689.2  13.6  -0.9  36.8   1.7 251.7     3.3 40.582 -105.084       3285.6
         374    3299.4 689.0  13.5  -0.9  36.8   1.7 250.6     3.4 40.582 -105.084       3289.1
         375    3303.0 688.7  13.5  -1.0  36.8   1.7 249.4     3.6 40.582 -105.084       3293.0
         376    3306.8 688.4  13.5  -1.0  36.9   1.7 248.4     3.8 40.582 -105.084       3297.4
         377    3310.8 688.0  13.4  -0.9  37.0   1.7 247.3     3.9 40.582 -105.084       3301.9
         378    3314.7 687.7  13.4  -0.9  37.1   1.7 246.3     3.9 40.582 -105.084       3305.9
         379    3318.6 687.4  13.4  -0.9  37.2   1.8 245.3     3.9 40.582 -105.084       3309.5
         380    3322.5 687.1  13.3  -0.9  37.3   1.8 244.4     3.9 40.582 -105.084       3313.0
         381    3326.2 686.8  13.3  -0.9  37.4   1.8 243.6     3.7 40.582 -105.084       3316.3
         382    3329.5 686.5  13.2  -1.0  37.4   1.8 242.8     3.3 40.582 -105.084       3319.5
         383    3332.5 686.3  13.2  -1.0  37.4   1.8 242.2     2.9 40.582 -105.084       3322.8
         384    3335.3 686.0  13.2  -1.0  37.5   1.8 241.7     2.9 40.582 -105.084       3326.1
         385    3338.3 685.8  13.1  -1.0  37.5   1.9 241.3     3.0 40.582 -105.084       3329.5
         386    3341.3 685.5  13.1  -1.0  37.6   1.9 241.0     3.0 40.582 -105.084       3332.6
         387    3344.3 685.3  13.1  -1.0  37.7   1.9 240.7     3.0 40.582 -105.084       3335.6
         388    3347.4 685.0  13.0  -1.0  37.7   1.9 240.4     3.1 40.582 -105.084       3338.5
         389    3350.5 684.8  13.0  -1.0  37.8   1.9 240.2     3.2 40.582 -105.084       3341.6
         390    3353.7 684.5  13.0  -1.0  37.9   2.0 240.1     3.1 40.582 -105.084       3344.7
         391    3356.9 684.3  13.0  -1.0  38.0   2.0 240.1     3.2 40.582 -105.084       3348.2
         392    3360.5 684.0  12.9  -1.0  38.1   2.0 240.1     3.6 40.582 -105.084       3352.1
         393    3364.2 683.7  12.9  -1.0  38.2   2.0 240.2     3.7 40.582 -105.084       3356.2
         394    3367.8 683.4  12.9  -1.0  38.3   2.0 240.3     3.7 40.582 -105.084       3360.0
         395    3371.5 683.1  12.8  -1.0  38.4   2.0 240.4     3.7 40.582 -105.084       3363.6
         396    3375.1 682.8  12.8  -1.0  38.4   2.0 240.4     3.6 40.582 -105.084       3367.2
         397    3378.6 682.5  12.8  -1.0  38.5   2.0 240.6     3.6 40.582 -105.084       3370.6
         398    3382.2 682.2  12.7  -1.0  38.5   2.0 240.7     3.6 40.582 -105.084       3373.6
         399    3385.9 681.9  12.7  -1.0  38.5   2.0 240.8     3.6 40.582 -105.084       3376.3
         400    3389.5 681.6  12.7  -1.1  38.5   2.0 241.0     3.6 40.582 -105.084       3379.3
         401    3392.9 681.3  12.6  -1.1  38.6   2.0 241.3     3.4 40.582 -105.084       3382.5
         402    3396.0 681.1  12.6  -1.1  38.6   2.0 241.6     3.1 40.582 -105.084       3385.7
         403    3399.2 680.8  12.6  -1.1  38.6   2.0 241.8     3.2 40.582 -105.084       3388.9
         404    3402.9 680.5  12.5  -1.1  38.7   2.0 242.1     3.7 40.582 -105.084       3392.2
         405    3406.6 680.2  12.5  -1.1  38.8   2.0 242.3     3.7 40.582 -105.084       3395.9
         406    3410.5 679.9  12.4  -1.1  38.9   2.0 242.6     3.9 40.582 -105.084       3399.9
         407    3414.3 679.6  12.4  -1.1  39.0   2.0 242.9     3.8 40.582 -105.084       3404.0
         408    3417.8 679.3  12.3  -1.1  39.1   2.0 243.2     3.5 40.582 -105.084       3407.9
         409    3421.2 679.0  12.3  -1.1  39.3   2.0 243.6     3.5 40.582 -105.084       3411.6
         410    3424.9 678.7  12.3  -1.1  39.4   2.0 243.9     3.7 40.582 -105.084       3415.3
         411    3428.8 678.4  12.2  -1.1  39.5   2.0 244.3     3.9 40.582 -105.084       3419.3
         412    3432.7 678.1  12.2  -1.1  39.6   1.9 244.9     3.9 40.582 -105.084       3423.6
         413    3436.4 677.8  12.2  -1.1  39.6   1.9 245.5     3.8 40.582 -105.084       3427.9
         414    3440.0 677.5  12.1  -1.1  39.7   1.9 246.1     3.6 40.582 -105.084       3432.0
         415    3443.7 677.2  12.1  -1.1  39.8   1.9 246.8     3.6 40.582 -105.084       3435.7
         416    3447.3 676.9  12.1  -1.1  39.8   1.9 247.4     3.6 40.582 -105.084       3439.2
         417    3450.9 676.6  12.0  -1.2  39.9   1.9 248.0     3.6 40.582 -105.084       3442.4
         418    3454.2 676.4  12.0  -1.2  40.0   1.9 248.5     3.3 40.582 -105.084       3445.4
         419    3457.2 676.1  12.0  -1.2  40.1   1.9 249.0     3.0 40.582 -105.084       3448.3
         420    3460.3 675.9  11.9  -1.1  40.2   1.9 249.6     3.1 40.582 -105.083       3451.1
         421    3463.7 675.6  11.9  -1.1  40.2   1.9 250.3     3.4 40.582 -105.083       3454.0
         422    3467.5 675.3  11.9  -1.2  40.3   1.9 251.2     3.8 40.582 -105.083       3457.3
         423    3471.6 675.0  11.9  -1.2  40.3   1.9 252.0     4.1 40.582 -105.083       3461.0
         424    3475.8 674.6  11.8  -1.2  40.4   2.0 253.0     4.2 40.582 -105.083       3465.1
         425    3480.0 674.3  11.8  -1.2  40.5   2.0 253.9     4.2 40.582 -105.083       3469.4
         426    3484.0 674.0  11.7  -1.2  40.6   2.0 254.8     3.9 40.582 -105.083       3473.5
         427    3487.5 673.7  11.7  -1.2  40.6   2.0 255.5     3.5 40.582 -105.083       3477.3
         428    3490.9 673.4  11.7  -1.2  40.7   2.0 256.1     3.4 40.582 -105.083       3481.0
         429    3494.6 673.1  11.7  -1.2  40.8   2.0 256.6     3.6 40.582 -105.083       3484.5
         430    3498.4 672.8  11.6  -1.2  40.9   2.0 257.1     3.9 40.582 -105.083       3488.1
         431    3502.2 672.5  11.6  -1.2  41.0   2.1 257.7     3.8 40.582 -105.083       3491.7
         432    3505.7 672.2  11.5  -1.2  41.0   2.1 258.3     3.5 40.582 -105.083       3495.1
         433    3508.9 672.0  11.5  -1.2  41.1   2.1 258.8     3.1 40.582 -105.083       3498.3
         434    3512.1 671.7  11.5  -1.3  41.1   2.1 259.2     3.2 40.582 -105.083       3501.6
         435    3515.8 671.4  11.4  -1.3  41.2   2.1 259.6     3.7 40.582 -105.083       3505.2
         436    3519.9 671.1  11.4  -1.3  41.3   2.2 259.8     4.1 40.582 -105.083       3509.1
         437    3523.8 670.8  11.4  -1.3  41.4   2.2 260.1     3.9 40.582 -105.083       3513.0
         438    3527.4 670.5  11.3  -1.3  41.4   2.2 260.3     3.6 40.582 -105.083       3516.9
         439    3531.0 670.2  11.3  -1.3  41.5   2.2 260.5     3.6 40.582 -105.083       3520.7
         440    3534.6 669.9  11.3  -1.3  41.5   2.2 260.7     3.6 40.582 -105.083       3524.3
         441    3538.4 669.6  11.2  -1.3  41.6   2.2 260.9     3.8 40.582 -105.083       3528.1
         442    3542.4 669.3  11.2  -1.3  41.6   2.3 261.0     4.0 40.582 -105.083       3532.2
         443    3546.5 669.0  11.2  -1.3  41.7   2.3 261.2     4.0 40.583 -105.083       3536.7
         444    3550.5 668.6  11.1  -1.4  41.7   2.3 261.3     4.1 40.583 -105.083       3540.9
         445    3554.7 668.3  11.1  -1.4  41.8   2.3 261.4     4.1 40.583 -105.083       3544.6
         446    3558.7 668.0  11.1  -1.4  41.9   2.3 261.5     4.0 40.582 -105.083       3547.6
         447    3562.6 667.7  11.0  -1.4  42.0   2.3 261.5     3.9 40.582 -105.083       3551.0
         448    3566.5 667.3  11.0  -1.4  42.2   2.3 261.6     3.9 40.582 -105.083       3555.0
         449    3570.5 667.0  10.9  -1.3  42.3   2.4 261.6     3.9 40.582 -105.083       3559.3
         450    3574.4 666.7  10.9  -1.3  42.5   2.4 261.6     3.9 40.582 -105.083       3563.7
         451    3578.4 666.4  10.8  -1.3  42.6   2.4 261.6     4.1 40.582 -105.083       3568.2
         452    3582.7 666.1  10.8  -1.3  42.7   2.4 261.7     4.2 40.582 -105.083       3572.8
         453    3586.8 665.7  10.8  -1.4  42.7   2.4 261.7     4.1 40.582 -105.083       3577.3
         454    3590.6 665.4  10.7  -1.4  42.6   2.5 261.8     3.8 40.582 -105.083       3581.2
         455    3594.1 665.1  10.7  -1.5  42.6   2.5 261.8     3.5 40.582 -105.083       3584.5
         456    3597.4 664.9  10.7  -1.5  42.5   2.5 261.9     3.4 40.583 -105.083       3587.5
         457    3600.7 664.6  10.7  -1.6  42.3   2.5 262.0     3.3 40.583 -105.083       3590.8
         458    3603.8 664.4  10.7  -1.6  42.3   2.5 262.1     3.1 40.583 -105.083       3594.3
         459    3606.7 664.1  10.6  -1.6  42.3   2.6 262.2     2.9 40.583 -105.083       3597.6
         460    3609.8 663.9  10.6  -1.6  42.4   2.6 262.3     3.1 40.583 -105.082       3600.8
         461    3613.4 663.6  10.6  -1.6  42.5   2.6 262.5     3.6 40.583 -105.082       3604.2
