fluxdate    fluxtime    fluxjulian    fluxcarrington  fluxobsflux  fluxadjflux  fluxursi  
20050319    200000      02453449.337  002027.815      000093.0     000092.2     000083.0  
20050319    230000      02453449.462  002027.820      000092.6     000091.8     000082.6  
20050320    170000      02453450.212  002027.847      000086.3     000085.7     000077.1  
20050320    200000      02453450.337  002027.852      000089.0     000088.3     000079.4  
20050320    230000      02453450.462  002027.857      000086.5     000085.8     000077.2  
20050321    170000      02453451.212  002027.884      000089.1     000088.5     000079.6  
20050321    200000      02453451.337  002027.889      000089.8     000089.2     000080.3  
20050321    230000      02453451.462  002027.893      000090.7     000090.0     000081.0  
20050322    170000      02453452.212  002027.921      000087.6     000087.0     000078.3  
20050322    200000      02453452.337  002027.925      000087.3     000086.7     000078.0  
20050322    230000      02453452.462  002027.930      000088.6     000088.0     000079.2  
20050323    170000      02453453.212  002027.957      000088.2     000087.7     000078.9  
20050323    200000      02453453.337  002027.962      000087.7     000087.1     000078.4  
20050323    230000      02453453.462  002027.966      000088.4     000087.8     000079.0  
20050324    170000      02453454.212  002027.994      000087.5     000087.0     000078.3  
20050324    200000      02453454.337  002027.999      000087.1     000086.6     000078.0  
20050324    230000      02453454.462  002028.003      000086.7     000086.2     000077.6  
20050325    200000      02453455.337  002028.035      000082.1     000081.7     000073.5  
20050325    230000      02453455.462  002028.040      000081.7     000081.3     000073.2  
20050326    170000      02453456.212  002028.067      000078.1     000077.7     000070.0  
20050326    200000      02453456.337  002028.072      000077.7     000077.4     000069.6  
20050326    230000      02453456.462  002028.076      000081.6     000081.2     000073.1  
20050327    170000      02453457.212  002028.104      000077.3     000077.0     000069.3  
20050327    200000      02453457.337  002028.109      000078.4     000078.1     000070.3  
20050327    230000      02453457.462  002028.113      000077.4     000077.1     000069.4  
20050328    170000      02453458.212  002028.141      000079.5     000079.3     000071.3  
20050328    200000      02453458.337  002028.145      000079.7     000079.4     000071.5  
20050328    230000      02453458.462  002028.150      000076.9     000076.7     000069.0  
20050329    170000      02453459.212  002028.177      000076.1     000075.9     000068.3  
20050329    200000      02453459.337  002028.182      000078.8     000078.6     000070.8  
20050329    230000      02453459.462  002028.186      000078.8     000078.5     000070.7  
20050330    170000      02453460.212  002028.214      000077.5     000077.3     000069.6  
20050330    200000      02453460.337  002028.219      000077.6     000077.5     000069.7  
20050330    230000      02453460.462  002028.223      000077.6     000077.5     000069.7  
20050331    170000      02453461.212  002028.251      000076.5     000076.4     000068.8  
20050331    200000      02453461.337  002028.255      000076.7     000076.5     000068.9  
20050331    230000      02453461.462  002028.260      000077.2     000077.1     000069.4  
20050401    170000      02453462.212  002028.287      000078.3     000078.2     000070.4  
20050401    200000      02453462.337  002028.292      000078.3     000078.2     000070.4  
20050401    230000      02453462.462  002028.296      000078.5     000078.5     000070.6  
20050402    170000      02453463.212  002028.324      000079.6     000079.6     000071.6  
20050402    200000      02453463.337  002028.329      000080.2     000080.2     000072.2  
20050402    230000      02453463.462  002028.333      000080.9     000080.8     000072.7  
20050403    170000      02453464.212  002028.361      000080.1     000080.2     000072.1  
20050403    200000      02453464.337  002028.365      000081.1     000081.1     000073.0  
20050403    230000      02453464.462  002028.370      000081.9     000081.9     000073.7  
20050404    170000      02453465.212  002028.397      000084.3     000084.4     000076.0  
20050404    200000      02453465.337  002028.402      000084.8     000084.9     000076.4  
20050404    230000      02453465.462  002028.406      000084.7     000084.7     000076.3  
20050405    170000      02453466.212  002028.434      000087.6     000087.7     000078.9  
20050405    200000      02453466.337  002028.439      000088.3     000088.5     000079.6  
20050405    230000      02453466.462  002028.443      000088.0     000088.1     000079.3  
20050406    170000      02453467.212  002028.471      000088.2     000088.3     000079.5  
20050406    200000      02453467.337  002028.475      000088.0     000088.2     000079.4  
20050406    230000      02453467.462  002028.480      000088.6     000088.8     000079.9  
20050407    170000      02453468.212  002028.507      000087.5     000087.7     000079.0  
20050407    200000      02453468.337  002028.512      000087.8     000088.0     000079.2  
20050407    230000      02453468.462  002028.516      000087.8     000088.1     000079.3  
20050408    170000      02453469.212  002028.544      000087.4     000087.6     000078.9  
20050408    200000      02453469.337  002028.549      000087.7     000087.9     000079.1  
20050408    230000      02453469.462  002028.553      000087.5     000087.7     000079.0  
20050409    170000      02453470.212  002028.581      000087.8     000088.1     000079.3  
20050409    200000      02453470.337  002028.585      000088.4     000088.8     000079.9  
20050409    230000      02453470.462  002028.590      000088.0     000088.3     000079.5  
20050410    170000      02453471.212  002028.617      000088.7     000089.0     000080.1  
20050410    200000      02453471.337  002028.622      000088.3     000088.6     000079.8  
20050410    230000      02453471.462  002028.626      000087.6     000088.0     000079.2  
20050411    170000      02453472.212  002028.654      000086.2     000086.6     000078.0  
20050411    200000      02453472.337  002028.659      000087.5     000087.9     000079.1  
20050411    230000      02453472.462  002028.663      000088.3     000088.7     000079.8  
20050412    170000      02453473.212  002028.691      000085.2     000085.6     000077.1  
20050412    200000      02453473.337  002028.695      000084.9     000085.3     000076.8  
20050412    230000      02453473.462  002028.700      000083.7     000084.2     000075.8  
20050413    170000      02453474.212  002028.727      000083.4     000083.8     000075.5  
20050413    200000      02453474.337  002028.732      000083.5     000084.0     000075.6  
20050413    230000      02453474.462  002028.736      000084.5     000085.0     000076.5  
20050414    170000      02453475.212  002028.764      000085.3     000085.9     000077.3  
20050414    200000      02453475.337  002028.768      000085.4     000086.0     000077.4  
20050414    230000      02453475.462  002028.773      000086.2     000086.8     000078.1  
20050415    170000      02453476.212  002028.801      000085.4     000086.0     000077.4  
20050415    200000      02453476.337  002028.805      000084.9     000085.5     000077.0  
20050415    230000      02453476.462  002028.810      000084.7     000085.3     000076.7  
20050416    170000      02453477.212  002028.837      000081.2     000081.8     000073.6  
20050416    200000      02453477.337  002028.842      000082.9     000083.6     000075.2  
20050416    230000      02453477.462  002028.846      000083.1     000083.7     000075.3  
